,Entity_id,related_from,related_to_entity_id,related_to_term
8133,51,carcinoembryonic antigen,52,3.7
8134,51,carcinoembryonic antigen,53,ng/mL
8135,54,alpha fetoprotein,55,17.3
8136,54,alpha fetoprotein,56,ng/mL
8137,57,carbohydrate antigen 19–9 levels,59,U/mL
8138,62,tumor,64,computed tomography
8139,62,tumor,65,CT) imaging
8140,63,lesion density,64,computed tomography
8141,63,lesion density,65,CT) imaging
8142,66,lesions,65,CT) imaging
8143,67,lesions,65,CT) imaging
8144,69,tumor density,70,CT
8145,80,tumor density,81,CT
8146,84,mass,83,MR imaging scan
8147,84,mass,86,duodenum
8148,84,mass,87,pancreas
8149,84,mass,88,blood vessels
8150,90,tumor,89,MR images
8151,90,tumor,91,walls
8152,94,hyperechoic area,93,mild
8153,94,hyperechoic area,95,axial US image
8154,12,diabetes mellitus,14,glucocorticoids
8155,13,tuberculosis,14,glucocorticoids
8156,15,blood pressure,16,145/95
8157,15,blood pressure,17,mm Hg
8158,18,heart rate,19,120
8159,18,heart rate,20,per minute
8160,21,respiratory rate,22,30
8161,21,respiratory rate,23,per minute
8162,24,temperature,25,39.3
8163,29,breath sounds,28,diminished
8164,32,edema,31,moderate
8165,32,edema,33,lower limbs
8166,35,pH,36,7.361
8167,37,PCO2,38,53.5
8168,4,pneumonia,5,latamoxef
8169,4,pneumonia,6,ofloxacin
8170,4,pneumonia,7,vancomycin
8171,4,pneumonia,8,voriconazole
8172,40,PO2,41,62.8
8173,40,PO2,42,mm Hg
8174,47,procalcitonin,48,5.16
8175,47,procalcitonin,49,ng/mL
8176,52,nodules,50,Chest
8177,52,nodules,67,otitidiscaviarum
8178,52,nodules,68,mass spectroscopy
8179,52,nodules,69,Antibiotics
8180,52,nodules,70,amikacin
8181,52,nodules,71,imipenem
8182,52,nodules,72,trimethoprim-sulfamethoxazole
8183,52,nodules,73,severe
8184,54,patchy consolidations,51,computed tomography
8185,55,pleural effusion,51,computed tomography
8186,59,Trimethoprim-sulfamethoxazole,62,per 6 hours
8187,64,Sputum culture,66,numerous bacteria
8188,20,QTc,21,prolonged
8189,27,QTc,28,prolonged
8190,49,NCBI,55,KCNE1
8191,49,NCBI,58,SCN4B
8192,52,causative genes,58,SCN4B
8193,60,polymerase chain reaction,76,KCNQ1
8194,63,PCR amplification,76,KCNQ1
8195,68,conventional sequencing,51,LQT
8196,77,NCBI,55,KCNE1
8197,77,NCBI,58,SCN4B
8198,77,NCBI,85,KCNJ2
8199,88,novel homozygous nonsense variant,81,KCNH2
8200,88,novel homozygous nonsense variant,83,KCNE1
8201,88,novel homozygous nonsense variant,85,KCNJ2
8202,91,heterozygous,83,KCNE1
8203,91,heterozygous,85,KCNJ2
8204,91,heterozygous,98,LQT
8205,92,nonsense variant,85,KCNJ2
8206,92,nonsense variant,98,LQT
8207,93,heterozygous,81,KCNH2
8208,93,heterozygous,82,SCN5A
8209,93,heterozygous,83,KCNE1
8210,93,heterozygous,85,KCNJ2
8211,93,heterozygous,98,LQT
8212,94,homozygous nonsense variant,98,LQT
8213,95,JLNS1,98,LQT
8214,100,tumor cells,101,positive
8215,100,tumor cells,104,20
8216,102,cluster of differentiation,101,positive
8217,102,cluster of differentiation,104,20
8218,103,CD,101,positive
8219,103,CD,104,20
8220,107,tumor cells,108,collagen fibers
8221,111,CD138,109,positive
8222,113,tumor cells,114,positive
8223,115,CD30,114,positive
8224,116,lymphocytes,117,positive
8225,118,CD3,117,positive
8226,119,CD5,117,positive
8227,120,Follicular dendritic cells,121,positive
8228,122,CD21,121,positive
8229,123,CD23,121,positive
8230,124,cells,125,negative
8231,126,CyclinD1,125,negative
8232,127,CD10,125,negative
8233,128,Bcl-6,125,negative
8234,129,B lymphocyte,125,negative
8235,13,ascites,15,abdomen
8236,14,mass,15,abdomen
8237,158,recurrence,160,CT
8238,159,metastases,160,CT
8239,16,Laboratory data,17,normal
8240,18,HBs-Ag,17,normal
8241,18,HBs-Ag,19,negative
8242,20,HIV,21,negative
8243,22,syphilis,23,negative
8244,24,serum antibody,26,negative
8245,25,Helicobacter pylori,26,negative
8246,28,computed tomography,27,Chest
8247,30,cylindrical mesenchymal neoplasm,28,computed tomography
8248,30,cylindrical mesenchymal neoplasm,29,CT
8249,30,cylindrical mesenchymal neoplasm,32,esophagus
8250,34,abnormalities,33,CT
8251,34,abnormalities,35,lungs
8252,34,abnormalities,36,heart
8253,34,abnormalities,37,ribs
8254,34,abnormalities,38,mediastinum
8255,40,submucosal lesion,39,Endoscopic examination
8256,40,submucosal lesion,41,esophagus
8257,40,submucosal lesion,42,incisor teeth
8258,40,submucosal lesion,43,cardia
8259,46,hypoechoic lesion,44,Endoscopic ultrasonography
8260,46,hypoechoic lesion,45,EUS
8261,46,hypoechoic lesion,47,4th layer
8262,50,tumor,49,benign
8263,51,esophageal leiomyoma,53,CT
8264,53,CT,52,chest
8265,60,mass,59,thoracoscopic-assisted resection
8266,60,mass,61,gastroesophageal anastomosis
8267,60,mass,62,thoracic duct
8268,63,ligation,62,thoracic duct
8269,65,lump,69,esophageal lumen
8270,67,resected,68,esophagus
8271,67,resected,69,esophageal lumen
8272,71,lump,72,submucosa
8273,71,lump,73,mucosa
8274,74,erosion,72,submucosa
8275,74,erosion,73,mucosa
8276,75,ulcer,72,submucosa
8277,75,ulcer,73,mucosa
8278,76,hemorrhage,72,submucosa
8279,80,tumor,77,Histological examination
8280,80,tumor,78,hematoxylin
8281,80,tumor,79,eosin
8282,80,tumor,82,submucosal layer
8283,80,tumor,83,muscular layer
8284,81,squamous epithelium,83,muscular layer
8285,10,fractures,8,bone
8286,107,prednisone,109,mg/day
8287,107,prednisone,110,for 1 month
8288,107,prednisone,112,mg/day
8289,107,prednisone,113,for 4 months
8290,114,neutral phosphate,115,1
8291,114,neutral phosphate,116,g/day
8292,114,neutral phosphate,117,for 5 months
8293,122,activated vitamin D,123,0.5
8294,122,activated vitamin D,124,g/day
8295,122,activated vitamin D,125,for 5 months
8296,14,abnormalities,12,bone
8297,14,abnormalities,13,muscular
8298,16,scintigraphy,15,Bone
8299,2,pain,1,worsening
8300,2,pain,3,chest wall
8301,2,pain,4,back
8302,26,osteoporosis change,25,radiographs
8303,26,osteoporosis change,27,thoracic
8304,26,osteoporosis change,28,lumbar spine
8305,29,compression change,25,radiographs
8306,29,compression change,30,spines
8307,29,compression change,31,magnetic resonance imaging
8308,29,compression change,32,computed tomography
8309,29,compression change,33,CT
8310,34,Decreased bone mass,35,lumbar spine
8311,43,ALP,42,elevated
8312,43,ALP,46,decreased
8313,43,ALP,48,high
8314,43,ALP,49,increased
8315,43,ALP,51,decreased
8316,43,ALP,57,normal
8317,43,ALP,65,within normal range
8318,43,ALP,67,negative
8319,43,ALP,69,23
8320,61,thyroid function test,65,within normal range
8321,63,25-hydroxyvitamin D,65,within normal range
8322,64,protein electrophoresis,65,within normal range
8323,66,serum tumor markers,67,negative
8324,7,weakness,6,muscle
8325,81,neoplastic lesion,80,PET/CT
8326,9,disease,8,bone
8327,105,Lulifin,106,Cream
8328,108,T-Bact,109,Ointment
8329,108,T-Bact,111,Tab
8330,11,Ca,12,Ovary
8331,112,Trajenta,113,Tab
8332,114,Paracetamol,115,SOS
8333,114,Paracetamol,116,Tab
8334,122,Lasix,121,Inj
8335,13,Metastasis,14,TAH
8336,138,medications,137,Stopped
8337,143,medications,142,stopping
8338,147,hypoglycemic,146,oral
8339,149,anti - hypertensive medications,148,oral
8340,151,HR,152,92
8341,151,HR,153,/min
8342,154,SPO2,155,94
8343,154,SPO2,156,%
8344,157,BP,158,160/100mmHG
8345,159,RR,160,17
8346,159,RR,161,/min
8347,162,T,163,97.8
8348,162,T,164,degree
8349,165,HGT,166,190
8350,168,GCS,169,Oct-15
8351,173,CRP,174,149
8352,178,antibiotic,176,started
8353,178,antibiotic,177,IV
8354,179,Piperacillin - Tazobactum,176,started
8355,179,Piperacillin - Tazobactum,177,IV
8356,179,Piperacillin - Tazobactum,180,continued
8357,182,fluids,181,IV
8358,184,Analgesics,183,IV
8359,188,Multivitamins,187,IV
8360,190,febrile illness,189,acute
8361,191,flu panel,192,negative
8362,195,Parasite/Rapid Malaria Antigen,196,negative
8363,198,Dengue IgM/IgG/NS1 antigen,199,negative
8364,200,hypoxic,201,oxygen
8365,203,blood pressure,204,high
8366,206,cough reflex,207,poor
8367,209,difficulty in swallowing,208,patien
8368,218,CT,219,Chest
8369,218,CT,220,Abdomen
8370,221,nodules,218,CT
8371,221,nodules,220,Abdomen
8372,221,nodules,222,right middle lobe
8373,221,nodules,223,right lower lobe
8374,224,consolidations,218,CT
8375,224,consolidations,223,right lower lobe
8376,225,ground glass opacities,226,left upper lobes
8377,229,perivesicular fat stranding,228,minimal
8378,231,LVEF,232,55
8379,231,LVEF,233,%
8380,236,PH,235,mild
8381,239,aspirating,238,airway
8382,247,Labetalol,246,IV
8383,25,BP,26,90/60
8384,251,anti,250,oral
8385,261,antihypertensives,259,starting
8386,261,antihypertensives,260,oral
8387,262,hypertensive,264,NTG
8388,262,hypertensive,265,labetolol  infusions
8389,27,P/O2,28,112/100
8390,27,P/O2,29,%
8391,270,blood pressure,269,uncontrolled
8392,273,antibiotics,272,IV
8393,275,Piptaz,274,Inj
8394,275,Piptaz,276,4.5
8395,275,Piptaz,278,IV
8396,275,Piptaz,279,Inj
8397,282,Optineuron,281,Inj
8398,282,Optineuron,283,IV
8399,285,Paracetamol,284,Inj
8400,285,Paracetamol,286,IV
8401,288,Thiamine,287,Inj
8402,291,Thyronorm,290,Tab
8403,292,Duolin,293,Neb
8404,294,Budecort,295,Neb
8405,30,RR,31,18
8406,30,RR,32,/m
8407,33,T,34,98
8408,33,T,35,F.
8409,39,PRBC,37,2
8410,39,PRBC,38,units
8411,39,PRBC,40,21-01-2023
8412,43,antibiotics,41,started
8413,43,antibiotics,42,IV
8414,45,Meropenem,41,started
8415,45,Meropenem,44,Inj
8416,45,Meropenem,46,IV
8417,45,Meropenem,47,BD
8418,49,Vitamin K,48,Inj
8419,52,NaHCo3,53,started
8420,56,Norad,57,started
8421,58,hypotension,56,Norad
8422,61,Acute kidney injury,59,Lasix
8423,61,Acute kidney injury,60,infusion
8424,64,PRBC,63,unit
8425,66,FFP,65,4 units
8426,7,Injury,5,Acute
8427,7,Injury,6,Kidney
8428,73,Lasix,71,switched
8429,73,Lasix,72,Inj
8430,73,Lasix,74,1 -0-1
8431,78,culture sensitivity,77,trace
8432,83,Meropenem,82,Inj
8433,83,Meropenem,84,1 -0-1
8434,83,Meropenem,85,started
8435,83,Meropenem,87,Inj
8436,88,Somzo,87,Inj
8437,88,Somzo,89,Inj
8438,90,Vit K,91,OD
8439,93,Lasix,92,Inj
8440,93,Lasix,94,Tab
8441,95,Neomercazole,96,2.5
8442,95,Neomercazole,98,Tab
8443,99,Pregabid -NT,100,75/
8444,99,Pregabid -NT,101,Tab
8445,10,Carcinoma,11,breast
8446,101,Mannitol,99,continued
8447,103,Levipil,100,Inj
8448,103,Levipil,102,Inj
8449,103,Levipil,99,continued
8450,105,Dexa,102,Inj
8451,105,Dexa,104,Inj
8452,105,Dexa,99,continued
8453,107,RT,106,brain
8454,111,cerebral odema,112,RT
8455,115,cerebral odema,113,surgery
8456,115,cerebral odema,114,worsening
8457,128,Tab Levipil,127,continue
8458,142,Mannitol,140,stop
8459,142,Mannitol,141,Inj
8460,144,Supacef,143,Inj
8461,144,Supacef,145,1.5
8462,144,Supacef,146,gm
8463,144,Supacef,147,Inj
8464,148,Levipil,149,500
8465,148,Levipil,150,mg
8466,148,Levipil,151,Inj
8467,148,Levipil,153,40
8468,148,Levipil,154,mg
8469,152,Pan,153,40
8470,152,Pan,154,mg
8471,160,Syp Cremaffin,161,15
8472,160,Syp Cremaffin,162,ml
8473,170,Coronary Syndrome,169,Acute
8474,177,Carcinoma,178,Prostate
8475,179,Hypertension,178,Prostate
8476,184,complaints,183,worsening
8477,187,Carcinoma,188,Prostate
8478,187,Carcinoma,190,radiotherapy
8479,189,Hypertension,188,Prostate
8480,189,Hypertension,190,radiotherapy
8481,193,BP,194,180/80
8482,197,respiratory rate,198,30
8483,197,respiratory rate,199,/min
8484,20,Paclitaxel,18,4 cycles
8485,20,Paclitaxel,19,dose  dense
8486,20,Paclitaxel,21,Tab
8487,200,Spo2,201,82
8488,200,Spo2,202,%
8489,203,NRBM,204,O2/Min
8490,208,X,207,Chest
8491,209,#NAME?,207,Chest
8492,210,pulmonary edema,208,X
8493,210,pulmonary edema,209,#NAME?
8494,211,consolidation,207,Chest
8495,211,consolidation,208,X
8496,211,consolidation,209,#NAME?
8497,214,respiratory acidosis,213,severe
8498,216,respiratory failure,215,type 2
8499,22,Tamoxifen,23,20
8500,22,Tamoxifen,24,mg
8501,22,Tamoxifen,25,OD
8502,225,Levoflox,223,Inj
8503,229,NIV,228,started
8504,240,EF,239,reduced
8505,242,hypokinesia,241,posterior wall
8506,243,dual antiplatelets,245,started
8507,244,statin,245,started
8508,249,serum transaminases,251,started rising
8509,250,serum sodium,251,started rising
8510,252,inotrope,253,increased
8511,256,Vasopressin,254,started
8512,256,Vasopressin,255,Inj
8513,257,phenyleph rine,254,started
8514,257,phenyleph rine,255,Inj
8515,259,hypotension,260,15/02/
8516,261,Inotrope,263,increased
8517,262,FiO2,263,increased
8518,269,Monocef,268,Inj
8519,269,Monocef,270,IV
8520,269,Monocef,271,Inj
8521,272,Pantop,273,IV
8522,272,Pantop,274,Inj
8523,275,Lasix,274,Inj
8524,275,Lasix,276,IV
8525,275,Lasix,277,Inj
8526,278,Noradrenaline,279,IV
8527,278,Noradrenaline,281,Inj
8528,282,Adrenaline,283,IV
8529,292,Vasopressin,293,IV
8530,297,Ecospirin,298,Tab
8531,299,Clopidogrel,300,Tab
8532,33,CT,34,brain
8533,37,hererogenous enchancing mass lesion,35,MRI diffusion
8534,38,edema,39,fronto -temporo -parietal region
8535,4,Metastatic lesion,5,brain
8536,47,GCS,48,Aug-15
8537,50,pulse,51,55
8538,50,pulse,52,/minute
8539,53,BP,54,140/70
8540,53,BP,55,mmHg
8541,56,SPO2,57,98
8542,56,SPO2,58,%
8543,59,HGT,60,168
8544,59,HGT,61,mg/dl
8545,65,GCS,64,low
8546,7,Carcinoma,8,Breast
8547,70,metabolic acidosis,69,severe
8548,75,MRI,76,Brain
8549,77,parenchymal SOL,78,cerebral hemisphere
8550,80,uncal herniation,75,MRI
8551,80,uncal herniation,79,mild
8552,86,cystic collection,83,PET scan
8553,86,cystic collection,87,mammary region
8554,86,cystic collection,88,axilla
8555,90,lesions,89,tive rim
8556,90,lesions,91,cerebral parenchyma
8557,90,lesions,92,frontal lobes
8558,90,lesions,93,occipito - parietal
8559,90,lesions,94,cerebellum
8560,96,metabolically active disease,97,body
8561,102,acidotic breathing,103,intubation
8562,111,creatine,112,2.08
8563,111,creatine,113,mg/dl
8564,118,Eytanix,119,bid
8565,120,MAP,121,>
8566,123,nephrotoxic drugs,122,avoid
8567,125,Lvef,126,30
8568,125,Lvef,127,%
8569,130,LV dysfuntion,129,severe
8570,134,Lasix,135,tapered
8571,134,Lasix,136,stopped
8572,138,fragmin,137,added
8573,14,Injury,12,Acute
8574,14,Injury,13,Kidney
8575,142,excoriation,143,buttock
8576,145,tachycardia,144,ECG
8577,146,VT,144,ECG
8578,153,Betaloc,152,intravenous
8579,159,drowsiness,157,13/3/
8580,16,Infection,15,Lower Respiratory Tract
8581,162,synaptol,160,stop
8582,164,modalert,163,added
8583,166,imaging,165,brain
8584,176,hypotension,179,ionotrope
8585,177,v - tachycardia,179,ionotrope
8586,179,ionotrope,178,startred
8587,186,adrenaline,185,tapered
8588,186,adrenaline,187,stopped
8589,189,antihypertensive,188,oral
8590,193,sinus rhythm,192,normal
8591,194,hypotension,191,ECG
8592,196,Fluid,195,IV
8593,196,Fluid,197,bolus
8594,199,Piptaz,200,2.25
8595,199,Piptaz,202,iv
8596,199,Piptaz,203,01-01-2001
8597,199,Piptaz,204,Inj
8598,205,Hydrocortisone,206,iv
8599,205,Hydrocortisone,207,1 -0-0
8600,205,Hydrocortisone,208,Inj
8601,209,Lasix,210,iv
8602,209,Lasix,211,/hour
8603,209,Lasix,213,Inj
8604,214,Pantop,215,iv
8605,214,Pantop,216,1 -0-0
8606,214,Pantop,217,Inj
8607,218,Sodabicorbionate,219,iv
8608,218,Sodabicorbionate,220,/hour
8609,218,Sodabicorbionate,222,Inj
8610,223,NAC,224,iv
8611,223,NAC,226,/hour
8612,223,NAC,227,Inj
8613,228,Noradrenaline,229,iv
8614,231,Fragmin,232,2500
8615,231,Fragmin,233,units
8616,231,Fragmin,234,Inj
8617,235,Potassium chloride,238,Inj
8618,236,NS,237,iv
8619,236,NS,238,Inj
8620,239,Magnesium sulphate,240,iv
8621,241,Xylocard,242,iv
8622,244,Urcosol,245,PO
8623,244,Urcosol,246,Tab
8624,247,Eltroxin,248,po
8625,247,Eltroxin,249,Tab
8626,25,Apical Clot,24,LV
8627,25,Apical Clot,26,2022
8628,250,Met XL,251,po
8629,252,Veltam Plus,253,0.5
8630,252,Veltam Plus,255,PO
8631,256,Urotone,257,PO
8632,256,Urotone,258,Tab
8633,259,Angiospan TR,260,2.5
8634,259,Angiospan TR,262,PO
8635,259,Angiospan TR,263,Tab
8636,264,Atorvas,265,PO
8637,266,Synaptol,267,PO
8638,268,Shelcal,269,PO
8639,270,Febuxostat,271,PO
8640,272,Mexohar,273,PO
8641,274,Dytor,275,PO
8642,274,Dytor,276,Tab
8643,277,Silodol –D,278,8/0.5
8644,277,Silodol –D,279,PO
8645,28,Deep Venous Thrombosis,27,Popliteal
8646,28,Deep Venous Thrombosis,29,tab
8647,280,Kesol,281,PO
8648,280,Kesol,282,01-01-2001
8649,280,Kesol,283,PO
8650,289,pantop,290,Tab
8651,291,Eltroxin,292,po
8652,293,Met XL,294,po
8653,295,Veltam Plus,296,0.5
8654,295,Veltam Plus,298,PO
8655,299,Urotone,300,PO
8656,299,Urotone,301,Tab
8657,30,Eliquis,31,2.5
8658,302,Angiospan TR,303,2.5
8659,302,Angiospan TR,305,PO
8660,306,Atorvas,307,PO
8661,308,Synaptol,309,PO
8662,310,Shelcal,311,PO
8663,312,Febuxostat,313,PO
8664,312,Febuxostat,314,Tab
8665,315,Mexohar,316,PO
8666,317,Dytor,318,PO
8667,319,Silodol –D,320,8/0.5
8668,319,Silodol –D,321,PO
8669,319,Silodol –D,322,Tab
8670,34,Cellulitis,33,Right Lower Limb
8671,4,Congestive Heart Failure,3,Acute
8672,45,pulse,46,122
8673,45,pulse,47,/minute
8674,48,SpO2,49,97
8675,48,SpO2,50,%
8676,5,LVEF,6,30
8677,5,LVEF,7,%
8678,51,BP,52,134/70mmHg
8679,54,Lasix,55,iv
8680,54,Lasix,56,stat
8681,58,Cardarone,59,i v
8682,64,LVEF,65,30
8683,64,LVEF,66,%
8684,73,duoli,72,nebulization
8685,76,BP,77,dropped
8686,81,metabolic acidosis,80,severe
8687,86,fluid,85,iv
8688,87,NS,88,started
8689,91,SGOT,93,increased
8690,92,SGPT,93,increased
8691,99,tachypneic,103,intubation
8692,23,dysnoe,21,suctioning
8693,26,spo2,27,99
8694,26,spo2,28,%
8695,30,BP,31,144/80
8696,32,crepts,33,lungs
8697,35,Secretions,36,ET
8698,4,Stroke,3,MCA
8699,41,PT,40,Limb
8700,107,cellulitis,106,Bilateral lower limb
8701,109,below knee amputation,108,leg
8702,111,debridement,110,right lower limb
8703,124,Dehydration,123,Severe
8704,130,cellulitis,129,lower limb
8705,131,pain,129,lower limb
8706,135,appetite,134,Decreased
8707,138,stiff,139,hand
8708,138,stiff,140,legs
8709,142,cellulitis,141,lower limb
8710,147,Elores,148,Inj
8711,149,Meropenem,150,Inj
8712,151,Targocid,152,Inj
8713,153,Clindamycin,154,Inj
8714,155,Tigecycline,156,Inj
8715,157,Optineuron,158,Inj
8716,159,Hydrocort,160,Inj
8717,16,antibiotics,14,started
8718,16,antibiotics,15,IV
8719,161,Thiamine,162,Inj
8720,163,Vit C,164,500
8721,163,Vit C,165,mg
8722,163,Vit C,166,Inj
8723,167,Celcel,168,Inj
8724,171,Pan40,172,mg
8725,171,Pan40,173,Inj
8726,174,Human Albumin,175,20
8727,174,Human Albumin,176,%
8728,174,Human Albumin,177,Inj
8729,174,Human Albumin,178,HA
8730,181,Lantus,182,at 10pm
8731,181,Lantus,183,Inj
8732,190,Lasix,192,Tab
8733,193,Clindamycin,194,Tab
8734,195,Folvite,196,Tab
8735,197,Ivabrad,198,7.5
8736,197,Ivabrad,200,Tab
8737,201,Thyronorm,202,Tab
8738,203,Ursocol,204,Tab
8739,206,Redotil,207,Tab
8740,208,Lasilactone,209,20/
8741,208,Lasilactone,210,Tab
8742,21,steroids,20,IV
8743,211,Asprito,212,Tab
8744,213,Modalert,214,Tab
8745,215,Melatonin,216,SOS
8746,217,Immodium,218,Cap
8747,226,Fluids,225,IV
8748,24,antibiotics,23,IV
8749,24,antibiotics,25,started
8750,240,Diabetes Mellitus Ca,241,Stomach
8751,242,Aspiration Pneumonia,243,LRTI
8752,247,Gastroenteritis,246,Acute
8753,254,Kidney I,253,Acute
8754,255,njury,253,Acute
8755,262,Aspiration Pneumonia,263,LRTI
8756,267,Gastroenteritis,266,Acute
8757,27,Monocef,26,Inj
8758,27,Monocef,28,BD
8759,274,Injury,272,Acute
8760,274,Injury,273,Kidney
8761,274,Injury,275,Chron
8762,277,Disease,276,Kidney
8763,280,HR,281,87
8764,280,HR,282,beats per min
